Lamp timestamp;450nm;660nm;735nm;5700K
06:15;16;396;132;268
06:30;16;389;130;263
06:45;16;389;130;263
07:00;14;338;113;229
07:15;13;326;109;221
07:30;13;326;109;221
07:45;13;328;110;222
08:00;10;258;86;174
08:15;10;258;86;175
08:30;10;258;86;174
08:45;10;261;87;177
09:00;10;260;87;176
09:15;10;260;87;176
09:30;10;260;87;176
09:45;10;260;87;176
10:00;11;279;93;189
10:15;12;306;102;207
10:30;11;279;93;189
10:45;11;281;94;190
11:00;12;302;101;205
11:15;12;302;101;205
11:30;12;302;101;205
11:45;12;302;101;205
12:00;9;231;77;157
12:15;9;231;77;157
12:30;9;231;77;157
12:45;9;231;77;157
13:00;12;299;100;203
13:15;12;299;100;203
13:30;12;299;100;203
13:45;12;299;100;203
14:00;16;393;132;266
14:15;16;393;132;266
14:30;16;393;132;266
14:45;16;393;131;266
15:00;13;332;111;225
15:15;11;263;88;178
15:30;9;220;74;149
15:45;9;221;74;150
16:00;8;188;63;127
16:15;8;188;63;127
16:30;8;188;63;127
16:45;8;188;63;127
17:00;6;156;52;106
17:15;6;149;50;101
17:30;6;148;49;100
17:45;6;148;49;100
18:00;5;133;44;90
18:15;0;0;0;0
18:30;5;133;44;90
18:45;0;0;0;0
19:00;5;135;45;91
19:15;5;135;45;91
19:30;5;135;45;91
19:45;5;135;45;91
20:00;5;126;42;85
20:15;5;126;42;85
20:30;5;126;42;85
20:45;5;126;42;85
21:00;5;121;41;82
21:15;5;121;41;82
21:30;5;121;41;82
21:45;5;122;41;83
22:00;5;131;44;89
22:15;5;131;44;89
22:30;5;131;44;89
22:45;5;131;44;89
23:00;5;125;42;85
23:15;5;130;44;88
23:30;6;150;50;102
23:45;6;161;54;109
00:00;10;248;83;168
00:15;10;248;83;168
00:30;10;258;86;175
00:45;11;280;94;190
01:00;11;263;88;178
01:15;11;274;92;186
01:30;12;287;96;194
01:45;12;293;98;199
02:00;12;294;98;199
02:15;12;295;98;200
02:30;12;295;98;200
02:45;12;295;98;200
03:00;13;314;105;212
03:15;0;0;0;0
03:30;13;314;105;212
03:45;13;314;105;212
04:00;12;294;98;199
04:15;12;294;98;199
04:30;12;294;98;199
04:45;12;294;98;199
05:00;12;292;98;198
05:15;12;292;98;198
05:30;11;272;91;184
05:45;11;268;90;181
06:00;11;282;94;191
06:15;11;270;90;183
06:30;10;254;85;172
06:45;10;254;85;172
07:00;8;207;69;140
07:15;9;218;73;148
07:30;9;220;74;149
07:45;9;220;74;149
08:00;9;222;74;150
08:15;9;222;74;150
08:30;9;222;74;150
08:45;9;222;74;150
09:00;10;242;81;164
09:15;10;242;81;164
09:30;10;242;81;164
09:45;10;242;81;164
10:00;12;285;95;193
10:15;12;285;95;193
10:30;12;285;95;193
10:45;12;285;95;193
11:00;12;298;100;202
11:15;12;298;100;202
11:30;12;298;100;202
11:45;12;298;100;202
12:00;12;286;96;194
12:15;12;286;96;194
12:30;12;286;96;194
12:45;12;286;96;194
13:00;11;284;95;193
13:15;11;284;95;193
13:30;12;290;97;197
13:45;12;290;97;197
14:00;11;269;90;182
14:15;11;267;89;181
14:30;11;263;88;178
14:45;10;238;80;161
15:00;10;243;81;165
15:15;9;220;73;149
15:30;8;201;67;136
15:45;8;191;64;130
16:00;7;179;60;121
16:15;7;171;57;116
16:30;7;168;56;114
16:45;7;168;56;114
17:00;6;147;49;100
17:15;5;127;42;86
17:30;4;103;34;70
17:45;4;103;34;70
18:00;3;67;22;45
18:15;2;63;21;43
18:30;2;63;21;43
18:45;2;63;21;43
19:00;4;87;29;59
19:15;4;87;29;59
19:30;4;88;29;60
19:45;4;90;30;61
20:00;6;139;46;94
20:15;6;139;46;94
20:30;6;139;46;94
20:45;6;139;46;94
21:00;6;154;51;104
21:15;6;154;51;104
21:30;6;154;51;104
21:45;6;154;51;104
22:00;7;174;58;118
22:15;7;174;58;118
22:30;7;174;58;118
22:45;7;174;58;118
23:00;7;182;61;123
23:15;7;182;61;123
23:30;7;182;61;123
23:45;8;190;64;129
00:00;5;120;40;81
00:15;5;120;40;81
00:30;5;120;40;81
00:45;5;120;40;81
01:00;5;123;41;84
01:15;5;123;41;84
01:30;5;123;41;84
01:45;5;123;41;84
02:00;5;127;42;86
02:15;5;127;42;86
02:30;5;127;43;86
02:45;5;128;43;87
03:00;6;141;47;95
03:15;6;141;47;95
03:30;6;141;47;95
03:45;6;141;47;95
04:00;6;136;46;92
04:15;6;136;46;92
04:30;6;136;46;92
04:45;6;136;46;92
05:00;5;132;44;89
05:15;5;131;44;89
05:30;5;132;44;89
05:45;5;131;44;89
06:00;6;137;46;93
06:15;6;137;46;93
06:30;6;137;46;93
06:45;6;137;46;93
07:00;6;148;50;100
07:15;6;148;50;100
07:30;7;174;58;118
07:45;7;183;61;124
08:00;7;173;58;117
08:15;7;180;60;122
08:30;8;207;69;140
08:45;9;212;71;144
09:00;10;242;81;164
09:15;10;255;85;173
09:30;12;297;99;201
09:45;12;312;104;211
10:00;12;303;101;205
10:15;13;324;108;220
10:30;14;359;120;243
10:45;15;371;124;251
11:00;15;373;125;253
11:15;16;391;131;265
11:30;19;470;157;318
11:45;21;528;177;358
12:00;18;450;151;305
12:15;21;528;177;358
12:30;21;528;177;358
12:45;21;528;177;358
13:00;21;528;177;358
13:15;21;528;177;358
13:30;21;528;177;358
13:45;21;528;177;358
14:00;21;528;177;358
14:15;21;528;177;358
14:30;21;528;177;358
14:45;21;528;177;358
15:00;21;528;177;358
15:15;21;528;177;358
15:30;19;474;159;321
15:45;17;419;140;284
16:00;15;368;123;249
16:15;12;310;104;210
16:30;12;310;104;210
16:45;12;310;104;210
17:00;8;199;67;135
17:15;7;184;62;125
17:30;7;175;58;118
17:45;7;175;58;118
18:00;6;140;47;95
18:15;6;140;47;95
18:30;6;140;47;95
18:45;6;140;47;95
19:00;6;144;48;97
19:15;6;144;48;97
19:30;6;144;48;97
19:45;6;144;48;98
20:00;9;225;75;152
20:15;9;225;75;152
20:30;9;232;77;157
20:45;10;256;86;174
21:00;13;319;107;216
21:15;13;319;107;216
21:30;13;323;108;219
21:45;16;402;135;273
22:00;16;392;131;265
22:15;16;392;131;265
22:30;16;392;131;265
22:45;17;420;140;285
23:00;17;429;143;290
23:15;18;453;151;307
23:30;20;494;165;335
23:45;21;528;177;358
00:00;21;528;177;358
00:15;21;528;177;358
00:30;21;528;177;358
00:45;21;528;177;358
01:00;21;528;177;358
01:15;21;528;177;358
01:30;21;528;177;358
01:45;21;528;177;358
02:00;21;528;177;358
02:15;21;528;177;358
02:30;21;528;177;358
02:45;21;528;177;358
03:00;21;528;177;358
03:15;21;528;177;358
03:30;21;528;177;358
03:45;21;528;177;358
04:00;21;528;177;358
04:15;21;528;177;358
04:30;21;528;177;358
04:45;21;528;177;358
05:00;21;528;177;358
05:15;21;528;177;358
05:30;21;528;177;358
05:45;21;528;177;358
06:00;21;528;177;358
06:15;21;528;177;358
06:30;18;435;146;295
06:45;18;435;146;295
07:00;12;289;97;196
07:15;12;289;97;196
07:30;12;289;97;196
07:45;12;289;97;196
08:00;9;228;76;155
08:15;9;232;78;158
08:30;11;262;88;178
08:45;11;277;92;187
09:00;12;288;96;195
09:15;12;292;98;198
09:30;12;309;103;209
09:45;14;337;113;228
10:00;13;326;109;221
10:15;13;326;109;221
10:30;13;326;109;221
10:45;13;326;109;221
11:00;10;260;87;176
11:15;10;260;87;176
11:30;10;261;87;177
11:45;10;261;87;177
12:00;12;301;101;204
12:15;12;301;101;204
12:30;12;302;101;204
12:45;12;302;101;204
13:00;12;296;99;201
13:15;12;296;99;201
13:30;12;296;99;201
13:45;12;296;99;201
14:00;11;283;95;192
14:15;11;283;95;192
14:30;11;284;95;192
14:45;11;283;95;192
15:00;11;269;90;182
15:15;11;262;88;178
15:30;10;246;82;167
15:45;10;245;82;166
16:00;10;241;80;163
16:15;9;228;76;155
16:30;8;208;69;141
16:45;8;208;69;141
17:00;7;174;58;118
17:15;6;161;54;109
17:30;6;148;49;100
17:45;6;142;47;96
18:00;5;123;41;84
18:15;4;113;38;76
18:30;3;78;26;53
18:45;3;73;24;50
19:00;2;50;17;34
19:15;2;50;17;34
19:30;2;50;17;34
19:45;2;50;17;34
20:00;2;50;17;34
20:15;3;66;22;45
20:30;5;113;38;77
20:45;5;127;42;86
21:00;6;142;47;96
21:15;6;147;49;100
21:30;6;157;52;106
21:45;6;160;54;109
22:00;7;166;55;112
22:15;7;166;55;112
22:30;7;173;58;117
22:45;8;191;64;129
23:00;11;283;95;192
23:15;11;283;95;192
23:30;12;301;101;204
23:45;13;314;105;213
00:00;9;232;78;157
00:15;9;228;76;154
00:30;9;229;76;155
00:45;10;236;79;160
01:00;11;264;88;179
01:15;11;264;88;179
01:30;11;264;88;179
01:45;11;264;88;179
02:00;11;268;90;182
02:15;11;268;90;182
02:30;11;269;90;182
02:45;11;274;92;186
03:00;11;265;89;180
03:15;11;265;89;180
03:30;11;265;89;180
03:45;11;265;89;180
04:00;10;255;85;173
04:15;10;255;85;173
04:30;10;255;85;173
04:45;10;255;85;173
05:00;10;242;81;164
05:15;9;227;76;154
05:30;9;227;76;154
05:45;9;227;76;154
06:00;7;179;60;121
06:15;7;178;60;121
06:30;7;175;59;119
06:45;7;175;59;119
07:00;7;169;57;115
07:15;7;169;57;115
07:30;7;169;57;115
07:45;7;169;57;115
08:00;6;144;48;98
08:15;6;144;48;98
08:30;6;147;49;100
08:45;7;167;56;113
09:00;8;186;62;126
09:15;8;186;62;126
09:30;8;186;62;126
09:45;8;186;62;126
10:00;9;222;74;151
10:15;9;222;74;151
10:30;9;222;74;151
10:45;9;223;75;151
11:00;10;256;86;173
11:15;10;256;86;173
11:30;10;257;86;174
11:45;10;258;86;174
12:00;14;353;118;239
12:15;14;353;118;239
12:30;14;353;118;239
12:45;14;353;118;239
13:00;13;323;108;219
13:15;13;323;108;219
13:30;13;323;108;219
13:45;13;323;108;219
14:00;12;304;102;206
14:15;12;304;102;206
14:30;12;304;102;206
14:45;12;304;102;206
15:00;11;269;90;182
15:15;10;242;81;164
15:30;10;241;81;164
15:45;10;241;81;164
16:00;9;223;75;151
16:15;9;223;75;151
16:30;9;223;75;151
16:45;9;223;75;151
17:00;9;218;73;148
17:15;9;218;73;148
17:30;9;218;73;148
17:45;9;218;73;148
18:00;7;174;58;118
18:15;7;174;58;118
18:30;7;174;58;118
18:45;7;174;58;118
19:00;6;144;48;98
19:15;6;144;48;98
19:30;6;150;50;102
19:45;6;159;53;108
20:00;7;175;58;118
20:15;7;175;58;118
20:30;7;178;60;121
20:45;7;180;60;122
21:00;8;200;67;135
21:15;8;200;67;135
21:30;8;200;67;135
21:45;8;203;68;137
22:00;10;243;81;165
22:15;10;243;81;165
22:30;10;243;81;165
22:45;10;247;82;167
23:00;12;287;96;195
23:15;12;287;96;195
23:30;12;287;96;195
23:45;12;291;98;198
00:00;12;294;98;199
00:15;13;332;111;225
00:30;14;359;120;243
00:45;15;371;124;252
01:00;15;372;124;252
01:15;16;395;132;268
01:30;16;406;136;275
01:45;17;414;138;280
02:00;16;407;136;276
02:15;16;410;137;278
02:30;16;410;137;278
02:45;16;410;137;278
03:00;16;399;133;270
03:15;16;398;133;270
03:30;16;393;132;266
03:45;16;393;131;266
04:00;15;374;125;254
04:15;14;356;119;242
04:30;14;343;115;232
04:45;13;316;106;214
05:00;12;307;103;208
05:15;11;276;92;187
05:30;10;247;82;167
05:45;10;244;82;166
06:00;9;220;74;149
06:15;9;216;72;146
06:30;7;180;60;122
06:45;7;176;59;119
07:00;7;169;56;114
07:15;7;176;59;119
07:30;8;199;66;135
07:45;8;212;71;144
08:00;10;237;79;161
08:15;10;237;79;161
08:30;10;251;84;170
08:45;10;261;87;177
09:00;11;282;94;191
09:15;11;282;94;191
09:30;11;282;94;191
09:45;11;282;94;191
10:00;12;288;96;195
10:15;12;288;96;195
10:30;12;288;96;195
10:45;12;288;96;195
11:00;12;299;100;202
11:15;12;299;100;202
11:30;12;299;100;202
11:45;12;299;100;202
12:00;11;265;89;180
12:15;11;265;89;180
12:30;11;266;89;180
12:45;11;266;89;180
13:00;9;232;78;157
13:15;9;232;78;157
13:30;9;232;78;157
13:45;9;232;78;157
14:00;12;306;102;207
14:15;12;306;102;207
14:30;12;306;102;207
14:45;12;306;102;207
15:00;13;319;107;216
15:15;13;319;107;216
15:30;12;309;103;209
15:45;12;300;100;203
16:00;11;282;94;191
16:15;11;270;90;183
16:30;10;261;87;177
16:45;8;205;69;139
17:00;9;226;76;153
17:15;8;206;69;139
17:30;7;173;58;117
17:45;5;135;45;92
18:00;6;143;48;97
18:15;5;131;44;89
18:30;4;107;36;72
18:45;4;101;34;69
19:00;4;110;37;75
19:15;5;126;42;85
19:30;6;138;46;94
19:45;6;150;50;102
20:00;6;159;53;108
20:15;7;164;55;111
20:30;7;182;61;123
20:45;8;191;64;129
21:00;7;181;61;123
21:15;8;197;66;133
21:30;8;211;71;143
21:45;9;223;75;151
22:00;9;228;76;154
22:15;9;228;76;154
22:30;9;228;76;154
22:45;9;228;76;154
23:00;9;234;78;158
23:15;10;241;80;163
23:30;10;253;85;172
23:45;11;263;88;178
00:00;11;270;90;183
00:15;11;279;93;189
00:30;11;282;94;191
00:45;11;282;94;191
01:00;11;268;90;182
01:15;11;268;90;182
01:30;11;268;90;182
01:45;11;268;90;182
02:00;10;258;86;175
02:15;10;258;86;175
02:30;10;258;86;175
02:45;10;258;86;175
03:00;11;267;89;181
03:15;11;265;89;179
03:30;11;264;88;179
03:45;11;264;88;179
04:00;10;259;86;175
04:15;10;258;86;175
04:30;10;255;85;173
04:45;10;255;85;172
05:00;10;250;84;169
05:15;10;250;84;169
05:30;10;250;84;169
05:45;10;249;83;168
06:00;9;224;75;152
06:15;8;205;68;139
06:30;8;194;65;131
06:45;7;185;62;125
07:00;6;141;47;96
07:15;7;165;55;112
07:30;8;191;64;130
07:45;9;234;78;159
08:00;7;173;58;117
08:15;9;222;74;150
08:30;10;255;85;173
08:45;10;256;86;174
09:00;20;499;167;338
09:15;20;508;170;344
09:30;12;312;104;211
09:45;13;313;105;212
10:00;13;321;107;218
10:15;13;322;108;218
10:30;13;322;108;218
10:45;13;322;108;218
11:00;13;329;110;223
11:15;13;329;110;223
11:30;13;329;110;223
11:45;13;329;110;223
12:00;14;360;120;244
12:15;14;360;120;244
12:30;14;360;120;244
12:45;14;360;120;244
13:00;16;388;130;263
13:15;16;388;130;263
13:30;16;388;130;263
13:45;16;388;130;263
14:00;16;401;134;272
14:15;16;401;134;272
14:30;16;401;134;272
14:45;21;528;177;358
15:00;15;370;124;251
15:15;15;370;124;251
15:30;14;346;116;234
15:45;14;345;116;234
16:00;12;305;102;206
16:15;12;294;98;199
16:30;12;292;98;198
16:45;11;278;93;188
17:00;11;276;92;187
17:15;10;253;85;171
17:30;8;200;67;135
17:45;3;66;22;44
18:00;6;136;46;92
18:15;3;68;23;46
18:30;2;50;17;34
18:45;2;50;17;34
19:00;2;50;17;34
19:15;2;50;17;34
19:30;3;67;22;45
19:45;4;94;31;64
20:00;19;482;161;327
20:15;8;199;67;135
20:30;8;209;70;142
20:45;8;210;70;142
21:00;8;211;71;143
21:15;8;211;71;143
21:30;9;218;73;148
21:45;10;236;79;160
22:00;10;243;81;165
22:15;10;244;82;165
22:30;11;263;88;178
22:45;11;268;90;182
23:00;11;280;94;190
23:15;12;288;96;195
23:30;12;287;96;195
23:45;12;292;98;198
00:00;10;245;82;166
00:15;10;246;82;167
00:30;10;260;87;176
00:45;10;260;87;176
01:00;11;264;88;179
01:15;11;265;88;179
01:30;11;266;89;180
01:45;11;266;89;180
02:00;11;273;91;185
02:15;21;528;177;358
02:30;11;275;92;186
02:45;11;275;92;186
03:00;11;276;92;187
03:15;11;276;92;187
03:30;11;276;92;187
03:45;11;276;92;187
04:00;11;281;94;190
04:15;11;281;94;190
04:30;11;280;94;190
04:45;11;275;92;186
05:00;11;271;91;184
05:15;10;262;88;178
05:30;10;245;82;166
05:45;10;244;81;165
06:00;9;224;75;152
06:15;6;153;51;103
06:30;4;105;35;71
06:45;4;105;35;71
07:00;2;50;17;34
07:15;2;55;18;37
07:30;5;118;40;80
07:45;8;201;67;136
08:00;4;93;31;63
08:15;9;213;71;144
08:30;10;249;83;169
08:45;12;285;95;193
09:00;10;256;86;174
09:15;12;291;97;197
09:30;13;314;105;213
09:45;13;318;106;215
10:00;14;336;112;228
10:15;14;350;117;237
10:30;15;365;122;247
10:45;15;366;122;248
11:00;15;382;128;259
11:15;16;388;130;263
11:30;16;392;131;266
11:45;16;392;131;266
12:00;16;410;137;278
12:15;16;410;137;278
12:30;16;410;137;278
12:45;16;410;137;278
13:00;18;444;149;301
13:15;18;444;149;301
13:30;18;444;149;301
13:45;18;444;149;301
14:00;18;436;146;296
14:15;18;436;146;296
14:30;17;432;144;293
14:45;17;417;139;282
15:00;16;398;133;270
15:15;16;387;130;262
15:30;15;370;124;251
15:45;15;365;122;247
16:00;14;353;118;239
16:15;14;352;118;239
16:30;13;320;107;217
16:45;10;262;88;178
17:00;13;318;106;216
17:15;12;293;98;198
17:30;10;244;82;165
17:45;10;242;81;164
18:00;10;239;80;162
18:15;10;236;79;160
18:30;10;236;79;160
18:45;10;239;80;162
19:00;10;262;88;177
19:15;10;262;88;177
19:30;11;266;89;180
19:45;11;267;89;181
20:00;12;307;103;208
20:15;12;307;103;208
20:30;12;309;103;210
20:45;21;528;177;358
21:00;14;337;113;228
21:15;14;337;113;228
21:30;14;339;113;230
21:45;14;339;114;230
22:00;14;359;120;243
22:15;14;359;120;243
22:30;14;360;120;244
22:45;14;360;120;244
23:00;15;380;127;258
23:15;15;380;127;258
23:30;15;382;128;259
23:45;15;382;128;259
00:00;8;208;70;141
00:15;8;208;70;141
00:30;8;208;70;141
00:45;8;208;70;141
01:00;9;221;74;150
01:15;9;221;74;150
01:30;9;222;74;150
01:45;9;222;74;150
02:00;9;226;76;153
02:15;9;226;76;153
02:30;9;226;76;153
02:45;9;226;76;153
03:00;9;233;78;158
03:15;9;233;78;158
03:30;9;233;78;158
03:45;9;233;78;158
04:00;10;241;80;163
04:15;10;241;80;163
04:30;10;241;80;163
04:45;10;241;80;163
05:00;10;238;80;161
05:15;10;238;80;161
05:30;10;238;80;161
05:45;10;238;80;161
06:00;10;245;82;166
06:15;10;245;82;166
06:30;10;245;82;166
06:45;10;245;82;166
07:00;10;247;82;167
07:15;10;247;82;167
07:30;10;247;83;167
07:45;10;255;85;173
08:00;10;260;87;176
08:15;10;261;87;177
08:30;11;275;92;186
08:45;11;282;94;191
09:00;12;309;103;209
09:15;13;328;110;222
09:30;15;370;124;250
09:45;15;370;124;251
10:00;16;385;129;261
10:15;16;387;129;262
10:30;17;414;139;281
10:45;17;428;143;290
11:00;18;458;153;310
11:15;18;458;153;310
11:30;18;458;153;310
11:45;18;458;153;310
12:00;17;421;141;285
12:15;17;421;141;285
12:30;17;421;141;285
12:45;17;421;141;285
13:00;19;477;160;323
13:15;19;477;160;323
13:30;19;477;160;323
13:45;19;477;160;323
14:00;21;527;176;357
14:15;21;527;176;357
14:30;21;527;176;357
14:45;21;527;176;357
15:00;20;504;168;341
15:15;20;504;168;341
15:30;18;451;151;306
15:45;17;417;140;283
16:00;15;381;128;258
16:15;15;381;128;258
16:30;15;381;128;258
16:45;15;381;128;258
17:00;12;297;100;202
17:15;12;296;99;201
17:30;11;282;94;191
17:45;11;272;91;184
18:00;11;268;90;182
18:15;11;268;90;182
18:30;11;268;90;182
18:45;11;268;90;182
19:00;11;280;94;190
19:15;11;280;94;190
19:30;11;280;94;190
19:45;11;281;94;190
20:00;12;289;97;196
20:15;12;303;101;205
20:30;12;306;102;208
20:45;12;307;103;208
21:00;13;327;109;222
21:15;13;327;109;222
21:30;13;330;110;223
21:45;13;332;111;225
22:00;14;356;119;241
22:15;14;356;119;241
22:30;15;373;125;252
22:45;16;405;136;275
23:00;16;398;133;270
23:15;17;430;144;291
23:30;18;458;153;311
23:45;21;512;171;347
